/*Tiempo de exposicion:	0.24	0.3	0.42	0.6	0.9	1.2	1.5	1.8	2.1	2.4	3	4.2	6	9	12	15	18
/*Numero de Scans	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
/*Scans Ignorados	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/*Modo de Adquiquisicion	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 
/*Temperatura del detector	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
/*Red	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
/*Posicion del Contador	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000	000
/*Archivo:	barridoP_0050.OMAIII	barridoP_0051.OMAIII	barridoP_0052.OMAIII	barridoP_0053.OMAIII	barridoP_0054.OMAIII	barridoP_0055.OMAIII	barridoP_0056.OMAIII	barridoP_0057.OMAIII	barridoP_0058.OMAIII	barridoP_0059.OMAIII	barridoP_0060.OMAIII	barridoP_0061.OMAIII	barridoP_0062.OMAIII	barridoP_0063.OMAIII	barridoP_0064.OMAIII	barridoP_0065.OMAIII	barridoP_0066.OMAIII
721	89.0	93.0	101.0	112.0	131.0	150.0	171.0	189.0	208.0	228.0	266.0	344.0	457.0	648.0	836.0	1022.0	1209.0
722	80.0	83.0	91.0	103.0	121.0	140.0	159.0	178.0	197.0	217.0	255.0	330.0	443.0	629.0	813.0	997.0	1177.0
723	80.0	84.0	93.0	105.0	123.0	144.0	164.0	184.0	204.0	223.0	263.0	342.0	459.0	655.0	849.0	1039.0	1229.0
724	97.0	102.0	109.0	120.0	139.0	157.0	176.0	195.0	213.0	232.0	268.0	343.0	453.0	636.0	817.0	995.0	1175.0
725	91.0	95.0	102.0	114.0	133.0	152.0	171.0	190.0	208.0	227.0	266.0	340.0	453.0	640.0	826.0	1008.0	1190.0
726	81.0	86.0	93.0	105.0	125.0	145.0	164.0	185.0	205.0	224.0	263.0	342.0	460.0	655.0	848.0	1039.0	1230.0
727	81.0	84.0	91.0	102.0	120.0	141.0	160.0	178.0	196.0	215.0	254.0	328.0	439.0	624.0	808.0	987.0	1167.0
728	95.0	98.0	106.0	116.0	136.0	155.0	173.0	192.0	210.0	230.0	267.0	342.0	453.0	639.0	822.0	1003.0	1183.0
729	93.0	96.0	104.0	116.0	136.0	156.0	175.0	195.0	214.0	233.0	271.0	350.0	466.0	658.0	849.0	1037.0	1224.0
730	79.0	84.0	91.0	102.0	121.0	139.0	158.0	176.0	194.0	212.0	249.0	323.0	433.0	613.0	792.0	970.0	1146.0
731	80.0	85.0	92.0	103.0	121.0	139.0	157.0	177.0	194.0	211.0	249.0	323.0	431.0	611.0	788.0	966.0	1141.0
732	95.0	99.0	106.0	116.0	135.0	154.0	173.0	191.0	210.0	228.0	266.0	340.0	451.0	634.0	815.0	995.0	1174.0
733	91.0	95.0	102.0	113.0	132.0	151.0	170.0	188.0	207.0	226.0	263.0	337.0	448.0	631.0	814.0	996.0	1173.0
734	82.0	87.0	94.0	106.0	124.0	144.0	163.0	183.0	202.0	221.0	258.0	335.0	447.0	636.0	824.0	1007.0	1189.0
735	83.0	87.0	94.0	107.0	128.0	149.0	170.0	191.0	211.0	232.0	274.0	356.0	479.0	683.0	885.0	1084.0	1281.0
736	98.0	102.0	110.0	122.0	140.0	160.0	178.0	198.0	217.0	235.0	273.0	348.0	460.0	645.0	829.0	1012.0	1193.0
737	92.0	97.0	104.0	117.0	136.0	155.0	175.0	194.0	213.0	233.0	272.0	350.0	463.0	656.0	845.0	1031.0	1216.0
738	84.0	87.0	95.0	106.0	125.0	143.0	162.0	181.0	198.0	218.0	255.0	329.0	440.0	624.0	805.0	985.0	1164.0
739	80.0	84.0	91.0	103.0	122.0	141.0	161.0	180.0	200.0	217.0	257.0	333.0	448.0	638.0	825.0	1011.0	1196.0
740	96.0	100.0	108.0	118.0	137.0	157.0	175.0	195.0	213.0	231.0	269.0	344.0	456.0	642.0	825.0	1007.0	1187.0
741	92.0	96.0	103.0	114.0	131.0	150.0	168.0	186.0	205.0	223.0	260.0	331.0	441.0	620.0	796.0	973.0	1147.0
742	83.0	87.0	96.0	108.0	129.0	148.0	170.0	191.0	210.0	231.0	274.0	356.0	478.0	681.0	881.0	1081.0	1277.0
743	82.0	86.0	94.0	104.0	123.0	141.0	160.0	180.0	198.0	217.0	254.0	330.0	440.0	623.0	806.0	986.0	1166.0
744	97.0	100.0	108.0	120.0	139.0	160.0	178.0	199.0	218.0	238.0	277.0	354.0	471.0	664.0	855.0	1042.0	1232.0
745	89.0	94.0	100.0	112.0	130.0	149.0	167.0	186.0	205.0	223.0	259.0	333.0	443.0	628.0	807.0	985.0	1164.0
746	86.0	90.0	97.0	109.0	129.0	149.0	167.0	186.0	205.0	225.0	262.0	339.0	452.0	641.0	827.0	1012.0	1194.0
747	82.0	86.0	94.0	105.0	124.0	144.0	162.0	181.0	201.0	220.0	257.0	334.0	445.0	632.0	819.0	1001.0	1185.0
748	99.0	102.0	110.0	122.0	142.0	161.0	180.0	199.0	217.0	237.0	275.0	352.0	465.0	653.0	840.0	1026.0	1209.0
749	91.0	95.0	101.0	114.0	133.0	151.0	171.0	189.0	208.0	228.0	265.0	341.0	454.0	640.0	825.0	1009.0	1199.0
750	83.0	88.0	95.0	106.0	124.0	145.0	162.0	182.0	200.0	219.0	258.0	333.0	445.0	631.0	815.0	998.0	1178.0
751	81.0	84.0	92.0	104.0	123.0	143.0	163.0	181.0	202.0	220.0	260.0	337.0	452.0	642.0	833.0	1020.0	1206.0
752	98.0	102.0	109.0	122.0	141.0	161.0	179.0	200.0	219.0	239.0	278.0	357.0	472.0	665.0	857.0	1046.0	1234.0
753	91.0	94.0	102.0	113.0	133.0	152.0	170.0	190.0	210.0	230.0	266.0	344.0	458.0	648.0	835.0	1022.0	1206.0
754	86.0	91.0	100.0	112.0	134.0	155.0	176.0	196.0	219.0	240.0	283.0	368.0	494.0	703.0	908.0	1115.0	1319.0
755	80.0	85.0	92.0	104.0	122.0	141.0	162.0	180.0	198.0	218.0	256.0	331.0	445.0	632.0	818.0	1003.0	1186.0
756	99.0	102.0	109.0	121.0	139.0	158.0	177.0	197.0	214.0	233.0	270.0	345.0	456.0	640.0	824.0	1004.0	1184.0
757	92.0	95.0	103.0	114.0	133.0	152.0	170.0	190.0	207.0	227.0	263.0	340.0	451.0	635.0	819.0	1000.0	1180.0
758	83.0	87.0	94.0	105.0	124.0	142.0	160.0	179.0	197.0	217.0	252.0	326.0	436.0	617.0	798.0	977.0	1154.0
759	78.0	84.0	90.0	101.0	121.0	139.0	158.0	178.0	195.0	214.0	252.0	327.0	438.0	625.0	806.0	989.0	1169.0
760	96.0	100.0	107.0	119.0	138.0	157.0	177.0	196.0	215.0	235.0	273.0	351.0	466.0	654.0	843.0	1030.0	1216.0
761	88.0	91.0	99.0	111.0	130.0	150.0	169.0	189.0	208.0	228.0	267.0	345.0	460.0	652.0	842.0	1029.0	1216.0
762	85.0	88.0	96.0	106.0	126.0	144.0	163.0	181.0	199.0	218.0	254.0	328.0	437.0	619.0	798.0	975.0	1152.0
763	80.0	85.0	92.0	104.0	123.0	143.0	162.0	182.0	200.0	219.0	257.0	335.0	449.0	638.0	826.0	1013.0	1196.0
764	101.0	106.0	113.0	124.0	145.0	164.0	185.0	204.0	223.0	243.0	282.0	361.0	477.0	672.0	864.0	1055.0	1243.0
765	89.0	92.0	99.0	111.0	130.0	149.0	168.0	186.0	206.0	224.0	262.0	337.0	450.0	635.0	819.0	1003.0	1183.0
766	81.0	84.0	92.0	104.0	121.0	141.0	160.0	177.0	197.0	215.0	253.0	327.0	435.0	616.0	798.0	975.0	1153.0
767	76.0	80.0	88.0	100.0	120.0	141.0	161.0	181.0	201.0	221.0	261.0	340.0	460.0	657.0	852.0	1044.0	1236.0
768	99.0	103.0	110.0	122.0	142.0	161.0	179.0	200.0	219.0	238.0	277.0	352.0	467.0	656.0	844.0	1030.0	1212.0
769	90.0	94.0	102.0	115.0	134.0	154.0	173.0	194.0	214.0	234.0	274.0	354.0	472.0	668.0	864.0	1056.0	1249.0
770	84.0	88.0	95.0	107.0	125.0	145.0	165.0	183.0	202.0	221.0	258.0	334.0	445.0	632.0	816.0	999.0	1180.0
771	78.0	82.0	91.0	103.0	123.0	142.0	164.0	183.0	202.0	222.0	262.0	341.0	459.0	655.0	850.0	1041.0	1231.0
772	96.0	100.0	107.0	119.0	138.0	158.0	178.0	197.0	217.0	235.0	275.0	351.0	469.0	659.0	848.0	1035.0	1221.0
773	88.0	92.0	99.0	110.0	130.0	149.0	168.0	187.0	205.0	224.0	262.0	338.0	450.0	637.0	821.0	1004.0	1185.0
774	83.0	87.0	95.0	106.0	125.0	145.0	164.0	183.0	202.0	222.0	261.0	338.0	453.0	643.0	832.0	1020.0	1205.0
775	81.0	85.0	92.0	103.0	123.0	142.0	160.0	179.0	198.0	218.0	256.0	332.0	446.0	633.0	819.0	1003.0	1186.0
776	96.0	100.0	107.0	119.0	138.0	157.0	176.0	196.0	214.0	234.0	272.0	349.0	464.0	651.0	838.0	1021.0	1206.0
777	87.0	91.0	99.0	110.0	129.0	147.0	167.0	184.0	205.0	224.0	262.0	336.0	448.0	634.0	818.0	999.0	1181.0
778	82.0	85.0	92.0	104.0	122.0	141.0	159.0	177.0	195.0	213.0	251.0	324.0	432.0	613.0	791.0	970.0	1145.0
779	79.0	83.0	91.0	104.0	121.0	142.0	162.0	181.0	201.0	220.0	259.0	338.0	453.0	646.0	837.0	1024.0	1211.0
780	100.0	105.0	113.0	123.0	142.0	162.0	179.0	199.0	218.0	237.0	274.0	349.0	461.0	646.0	830.0	1012.0	1192.0
781	86.0	90.0	98.0	109.0	128.0	147.0	166.0	186.0	203.0	223.0	261.0	336.0	450.0	636.0	821.0	1005.0	1184.0
782	82.0	87.0	94.0	105.0	126.0	145.0	165.0	183.0	202.0	222.0	261.0	337.0	453.0	642.0	831.0	1017.0	1202.0
783	78.0	82.0	89.0	100.0	120.0	138.0	158.0	177.0	196.0	214.0	252.0	327.0	439.0	627.0	810.0	992.0	1174.0
784	96.0	99.0	108.0	119.0	138.0	158.0	176.0	194.0	214.0	232.0	272.0	347.0	459.0	646.0	831.0	1015.0	1196.0
785	90.0	94.0	100.0	112.0	131.0	149.0	169.0	187.0	207.0	225.0	262.0	337.0	447.0	630.0	813.0	993.0	1171.0
786	83.0	86.0	94.0	104.0	124.0	144.0	163.0	182.0	200.0	220.0	258.0	334.0	447.0	635.0	821.0	1004.0	1187.0
787	76.0	80.0	87.0	98.0	117.0	136.0	155.0	174.0	192.0	210.0	247.0	322.0	432.0	613.0	796.0	975.0	1154.0
788	99.0	103.0	110.0	121.0	140.0	159.0	177.0	196.0	215.0	233.0	270.0	344.0	454.0	637.0	817.0	997.0	1175.0
789	88.0	92.0	99.0	112.0	131.0	151.0	171.0	190.0	209.0	229.0	267.0	344.0	461.0	651.0	840.0	1026.0	1214.0
790	83.0	88.0	96.0	106.0	126.0	146.0	165.0	183.0	202.0	221.0	259.0	335.0	449.0	637.0	823.0	1007.0	1189.0
791	92.0	101.0	116.0	140.0	179.0	218.0	255.0	295.0	332.0	370.0	448.0	601.0	830.0	1206.0	1575.0	1936.0	2299.0
792	100.0	104.0	111.0	123.0	142.0	160.0	179.0	198.0	217.0	236.0	272.0	349.0	459.0	644.0	827.0	1006.0	1171.0
793	89.0	93.0	101.0	113.0	131.0	151.0	170.0	190.0	211.0	229.0	268.0	346.0	462.0	653.0	844.0	1033.0	1218.0
794	83.0	86.0	95.0	106.0	125.0	145.0	164.0	183.0	204.0	222.0	260.0	338.0	453.0	643.0	833.0	1019.0	1204.0
795	79.0	83.0	91.0	102.0	122.0	141.0	161.0	180.0	200.0	220.0	258.0	335.0	451.0	643.0	833.0	1020.0	1207.0
796	95.0	98.0	106.0	117.0	137.0	157.0	176.0	194.0	214.0	233.0	271.0	347.0	460.0	648.0	836.0	1019.0	1205.0
797	89.0	93.0	101.0	113.0	132.0	151.0	170.0	189.0	207.0	226.0	264.0	340.0	454.0	641.0	827.0	1010.0	1192.0
798	84.0	87.0	96.0	106.0	125.0	144.0	163.0	181.0	199.0	217.0	254.0	329.0	438.0	621.0	799.0	978.0	1156.0
799	80.0	83.0	90.0	102.0	121.0	139.0	158.0	177.0	196.0	214.0	250.0	324.0	435.0	619.0	800.0	980.0	1157.0
800	97.0	102.0	109.0	120.0	140.0	159.0	177.0	196.0	214.0	233.0	270.0	345.0	457.0	642.0	825.0	1006.0	1186.0
801	88.0	93.0	99.0	111.0	130.0	151.0	168.0	189.0	207.0	227.0	265.0	342.0	454.0	643.0	830.0	1015.0	1198.0
802	82.0	87.0	94.0	105.0	124.0	143.0	161.0	179.0	199.0	218.0	255.0	329.0	441.0	625.0	807.0	988.0	1168.0
803	82.0	85.0	92.0	105.0	125.0	143.0	164.0	183.0	203.0	222.0	261.0	339.0	454.0	647.0	836.0	1023.0	1210.0
804	101.0	105.0	113.0	123.0	143.0	161.0	180.0	199.0	217.0	235.0	273.0	347.0	457.0	639.0	821.0	1001.0	1177.0
805	87.0	91.0	98.0	109.0	127.0	147.0	164.0	184.0	203.0	222.0	260.0	333.0	446.0	629.0	812.0	993.0	1172.0
806	86.0	91.0	98.0	110.0	132.0	153.0	173.0	194.0	214.0	236.0	277.0	359.0	482.0	687.0	889.0	1089.0	1288.0
807	78.0	84.0	90.0	101.0	121.0	141.0	159.0	178.0	197.0	216.0	254.0	330.0	444.0	631.0	816.0	1001.0	1184.0
808	95.0	99.0	107.0	118.0	137.0	156.0	174.0	194.0	213.0	231.0	268.0	343.0	455.0	639.0	822.0	1002.0	1182.0
809	88.0	90.0	99.0	111.0	130.0	149.0	169.0	188.0	208.0	226.0	266.0	342.0	457.0	646.0	834.0	1021.0	1205.0
810	84.0	87.0	94.0	106.0	124.0	143.0	161.0	180.0	199.0	218.0	255.0	328.0	440.0	622.0	805.0	985.0	1164.0
811	80.0	85.0	92.0	103.0	123.0	143.0	163.0	182.0	203.0	221.0	260.0	339.0	456.0	649.0	840.0	1030.0	1217.0
812	96.0	100.0	108.0	118.0	138.0	158.0	176.0	194.0	213.0	233.0	270.0	346.0	457.0	642.0	823.0	1008.0	1187.0
813	90.0	94.0	101.0	113.0	132.0	152.0	171.0	190.0	210.0	229.0	266.0	343.0	458.0	646.0	835.0	1020.0	1203.0
814	86.0	89.0	97.0	108.0	129.0	147.0	167.0	185.0	203.0	224.0	261.0	337.0	450.0	639.0	825.0	1008.0	1192.0
815	76.0	81.0	88.0	99.0	117.0	137.0	155.0	174.0	192.0	209.0	249.0	322.0	433.0	616.0	797.0	977.0	1156.0
816	99.0	104.0	111.0	123.0	142.0	162.0	182.0	200.0	219.0	239.0	277.0	353.0	468.0	658.0	845.0	1030.0	1215.0
817	92.0	97.0	106.0	120.0	144.0	166.0	190.0	213.0	236.0	259.0	305.0	397.0	534.0	761.0	987.0	1208.0	1430.0
818	84.0	89.0	96.0	106.0	126.0	144.0	163.0	182.0	200.0	219.0	256.0	331.0	443.0	626.0	809.0	987.0	1168.0
819	80.0	85.0	92.0	105.0	126.0	147.0	167.0	187.0	208.0	228.0	270.0	352.0	472.0	675.0	874.0	1070.0	1268.0
820	99.0	104.0	110.0	123.0	144.0	164.0	184.0	204.0	223.0	244.0	283.0	363.0	482.0	677.0	873.0	1065.0	1255.0
821	87.0	92.0	100.0	111.0	130.0	149.0	168.0	187.0	205.0	225.0	263.0	340.0	454.0	641.0	828.0	1013.0	1197.0
822	85.0	89.0	96.0	107.0	126.0	145.0	164.0	181.0	201.0	218.0	256.0	330.0	439.0	622.0	803.0	983.0	1161.0
823	77.0	82.0	89.0	100.0	120.0	140.0	158.0	177.0	196.0	215.0	253.0	329.0	444.0	632.0	820.0	1005.0	1189.0
824	96.0	100.0	107.0	119.0	137.0	157.0	175.0	194.0	213.0	230.0	269.0	343.0	455.0	638.0	821.0	1002.0	1181.0
825	90.0	93.0	101.0	113.0	134.0	152.0	171.0	191.0	210.0	230.0	270.0	347.0	462.0	654.0	844.0	1033.0	1219.0
826	82.0	85.0	93.0	104.0	123.0	142.0	160.0	179.0	196.0	215.0	252.0	325.0	436.0	616.0	797.0	974.0	1150.0
827	81.0	85.0	93.0	105.0	126.0	146.0	166.0	185.0	205.0	225.0	266.0	346.0	463.0	660.0	855.0	1047.0	1239.0
828	100.0	104.0	111.0	123.0	142.0	160.0	181.0	199.0	217.0	236.0	274.0	349.0	461.0	647.0	831.0	1012.0	1193.0
829	87.0	91.0	99.0	110.0	129.0	148.0	166.0	186.0	204.0	223.0	261.0	336.0	448.0	634.0	818.0	999.0	1181.0
830	85.0	88.0	96.0	108.0	127.0	146.0	165.0	183.0	203.0	222.0	261.0	336.0	452.0	640.0	826.0	1012.0	1196.0
831	78.0	82.0	91.0	101.0	121.0	141.0	160.0	180.0	199.0	219.0	257.0	334.0	449.0	641.0	830.0	1018.0	1202.0
832	97.0	101.0	108.0	119.0	139.0	158.0	177.0	196.0	214.0	233.0	272.0	347.0	461.0	648.0	833.0	1017.0	1199.0
833	87.0	91.0	99.0	110.0	130.0	148.0	167.0	186.0	205.0	224.0	262.0	336.0	449.0	637.0	821.0	1002.0	1185.0
834	82.0	85.0	94.0	104.0	122.0	142.0	160.0	178.0	197.0	216.0	252.0	327.0	436.0	617.0	800.0	978.0	1156.0
835	76.0	79.0	87.0	98.0	117.0	137.0	156.0	176.0	194.0	214.0	252.0	328.0	443.0	630.0	817.0	1002.0	1184.0
836	96.0	100.0	108.0	119.0	139.0	158.0	177.0	196.0	215.0	234.0	270.0	345.0	458.0	646.0	829.0	1013.0	1195.0
837	87.0	91.0	98.0	109.0	128.0	147.0	166.0	183.0	202.0	222.0	258.0	333.0	444.0	629.0	810.0	992.0	1170.0
838	81.0	85.0	92.0	103.0	123.0	142.0	161.0	180.0	199.0	218.0	256.0	331.0	445.0	631.0	816.0	1000.0	1181.0
839	76.0	79.0	88.0	99.0	118.0	138.0	155.0	175.0	194.0	213.0	250.0	327.0	439.0	627.0	811.0	992.0	1175.0
840	100.0	103.0	111.0	123.0	143.0	163.0	181.0	201.0	220.0	239.0	279.0	357.0	472.0	664.0	853.0	1040.0	1224.0
841	86.0	89.0	97.0	110.0	129.0	149.0	168.0	188.0	208.0	226.0	265.0	345.0	460.0	653.0	844.0	1033.0	1219.0
842	86.0	90.0	97.0	107.0	127.0	145.0	165.0	184.0	203.0	221.0	257.0	334.0	446.0	630.0	813.0	994.0	1174.0
843	76.0	80.0	88.0	99.0	118.0	138.0	157.0	176.0	196.0	216.0	253.0	328.0	443.0	631.0	817.0	1002.0	1185.0
844	101.0	105.0	112.0	124.0	143.0	164.0	183.0	201.0	221.0	241.0	280.0	357.0	474.0	664.0	852.0	1040.0	1225.0
845	89.0	92.0	100.0	114.0	135.0	157.0	175.0	197.0	217.0	239.0	280.0	364.0	488.0	689.0	896.0	1092.0	1291.0
846	83.0	87.0	93.0	105.0	124.0	143.0	161.0	181.0	199.0	218.0	256.0	330.0	443.0	627.0	811.0	993.0	1172.0
847	75.0	80.0	88.0	99.0	118.0	136.0	155.0	175.0	193.0	212.0	250.0	326.0	437.0	622.0	807.0	988.0	1168.0
848	95.0	98.0	107.0	118.0	139.0	158.0	178.0	197.0	216.0	236.0	275.0	353.0	467.0	661.0	851.0	1040.0	1228.0
849	88.0	93.0	101.0	111.0	131.0	152.0	171.0	190.0	210.0	230.0	268.0	346.0	462.0	655.0	845.0	1034.0	1222.0
850	82.0	85.0	94.0	105.0	125.0	144.0	163.0	183.0	202.0	220.0	259.0	336.0	450.0	640.0	825.0	1011.0	1196.0
851	79.0	83.0	91.0	103.0	123.0	144.0	162.0	181.0	200.0	221.0	260.0	338.0	455.0	648.0	839.0	1028.0	1215.0
852	98.0	102.0	110.0	120.0	140.0	158.0	177.0	196.0	214.0	233.0	271.0	345.0	456.0	641.0	824.0	1003.0	1183.0
853	91.0	94.0	102.0	115.0	133.0	153.0	172.0	191.0	211.0	230.0	269.0	345.0	460.0	650.0	838.0	1023.0	1210.0
854	81.0	85.0	93.0	104.0	125.0	142.0	161.0	180.0	201.0	220.0	258.0	336.0	450.0	640.0	828.0	1013.0	1200.0
855	84.0	88.0	95.0	107.0	126.0	146.0	166.0	184.0	203.0	223.0	263.0	340.0	454.0	645.0	834.0	1021.0	1206.0
856	98.0	101.0	109.0	120.0	141.0	160.0	179.0	198.0	217.0	237.0	275.0	352.0	467.0	657.0	845.0	1032.0	1217.0
857	90.0	95.0	103.0	113.0	133.0	153.0	171.0	189.0	209.0	228.0	266.0	342.0	456.0	643.0	829.0	1014.0	1197.0
858	80.0	85.0	92.0	104.0	123.0	142.0	162.0	181.0	200.0	220.0	257.0	334.0	448.0	638.0	826.0	1010.0	1196.0
859	78.0	83.0	89.0	101.0	120.0	141.0	159.0	178.0	197.0	216.0	255.0	331.0	443.0	630.0	816.0	1002.0	1184.0
860	96.0	101.0	108.0	120.0	141.0	162.0	181.0	202.0	223.0	243.0	283.0	364.0	484.0	684.0	881.0	1077.0	1271.0
861	91.0	94.0	102.0	113.0	133.0	152.0	172.0	191.0	210.0	229.0	266.0	344.0	458.0	646.0	835.0	1020.0	1203.0
862	84.0	86.0	95.0	107.0	127.0	146.0	166.0	185.0	205.0	225.0	264.0	343.0	459.0	652.0	843.0	1031.0	1218.0
863	77.0	82.0	88.0	100.0	119.0	137.0	156.0	174.0	193.0	211.0	248.0	321.0	432.0	613.0	794.0	971.0	1149.0
864	99.0	105.0	115.0	128.0	154.0	177.0	201.0	225.0	248.0	272.0	322.0	416.0	558.0	795.0	1028.0	1260.0	1489.0
865	95.0	98.0	106.0	118.0	137.0	157.0	175.0	195.0	214.0	233.0	272.0	350.0	465.0	655.0	841.0	1028.0	1212.0
866	83.0	86.0	94.0	105.0	124.0	142.0	161.0	178.0	197.0	216.0	253.0	327.0	436.0	620.0	801.0	979.0	1159.0
867	77.0	82.0	90.0	101.0	121.0	141.0	160.0	180.0	200.0	220.0	259.0	338.0	455.0	648.0	841.0	1031.0	1218.0
868	96.0	101.0	109.0	120.0	139.0	159.0	178.0	198.0	217.0	237.0	274.0	353.0	467.0	658.0	847.0	1032.0	1218.0
869	90.0	94.0	100.0	112.0	133.0	151.0	170.0	192.0	210.0	230.0	268.0	346.0	462.0	655.0	844.0	1033.0	1218.0
870	84.0	88.0	96.0	108.0	125.0	144.0	163.0	182.0	200.0	219.0	257.0	332.0	442.0	627.0	808.0	989.0	1168.0
871	81.0	84.0	92.0	104.0	122.0	142.0	160.0	179.0	198.0	217.0	254.0	329.0	440.0	625.0	808.0	992.0	1171.0
872	100.0	103.0	110.0	123.0	143.0	162.0	181.0	200.0	220.0	240.0	279.0	357.0	472.0	663.0	854.0	1041.0	1229.0
873	88.0	92.0	100.0	111.0	130.0	148.0	168.0	185.0	205.0	224.0	260.0	336.0	447.0	631.0	814.0	994.0	1174.0
874	85.0	90.0	98.0	111.0	134.0	156.0	177.0	198.0	221.0	242.0	285.0	374.0	503.0	719.0	929.0	1140.0	1348.0
875	81.0	85.0	93.0	104.0	122.0	142.0	160.0	179.0	198.0	217.0	254.0	329.0	441.0	626.0	809.0	990.0	1169.0
876	97.0	100.0	108.0	120.0	138.0	157.0	175.0	194.0	212.0	232.0	268.0	341.0	451.0	634.0	816.0	996.0	1173.0
877	89.0	93.0	101.0	113.0	133.0	153.0	172.0	191.0	210.0	230.0	269.0	346.0	462.0	655.0	844.0	1033.0	1221.0
878	84.0	89.0	97.0	108.0	127.0	147.0	167.0	186.0	205.0	226.0	265.0	343.0	460.0	651.0	843.0	1031.0	1220.0
879	78.0	81.0	89.0	100.0	120.0	138.0	156.0	176.0	195.0	214.0	250.0	325.0	436.0	619.0	801.0	982.0	1161.0
880	96.0	100.0	107.0	119.0	137.0	158.0	175.0	195.0	214.0	233.0	270.0	346.0	457.0	644.0	828.0	1011.0	1192.0
881	89.0	93.0	100.0	112.0	132.0	152.0	171.0	191.0	210.0	230.0	269.0	347.0	464.0	657.0	849.0	1038.0	1225.0
882	82.0	86.0	93.0	104.0	123.0	141.0	159.0	177.0	196.0	215.0	252.0	323.0	433.0	613.0	793.0	971.0	1146.0
883	79.0	82.0	90.0	103.0	121.0	140.0	159.0	178.0	197.0	217.0	255.0	332.0	444.0	633.0	819.0	1003.0	1186.0
884	97.0	101.0	109.0	120.0	141.0	161.0	181.0	200.0	220.0	239.0	278.0	357.0	474.0	667.0	858.0	1047.0	1236.0
885	89.0	92.0	101.0	113.0	134.0	153.0	175.0	194.0	214.0	235.0	275.0	356.0	477.0	677.0	875.0	1071.0	1265.0
886	84.0	89.0	95.0	106.0	127.0	146.0	164.0	184.0	204.0	223.0	262.0	338.0	452.0	642.0	830.0	1018.0	1202.0
887	80.0	82.0	91.0	102.0	121.0	141.0	159.0	178.0	197.0	216.0	254.0	330.0	442.0	630.0	814.0	998.0	1180.0
888	99.0	102.0	110.0	121.0	140.0	159.0	178.0	197.0	215.0	235.0	272.0	347.0	457.0	642.0	825.0	1006.0	1185.0
889	90.0	94.0	102.0	115.0	135.0	154.0	175.0	195.0	216.0	236.0	277.0	358.0	480.0	679.0	876.0	1071.0	1266.0
890	82.0	85.0	93.0	105.0	123.0	142.0	162.0	181.0	201.0	219.0	258.0	333.0	447.0	634.0	820.0	1004.0	1186.0
891	80.0	83.0	91.0	102.0	123.0	143.0	163.0	182.0	201.0	222.0	260.0	339.0	457.0	650.0	842.0	1032.0	1221.0
892	97.0	101.0	109.0	120.0	139.0	157.0	175.0	194.0	213.0	232.0	268.0	343.0	453.0	636.0	818.0	997.0	1176.0
893	87.0	91.0	100.0	111.0	130.0	149.0	167.0	186.0	204.0	224.0	262.0	336.0	449.0	635.0	819.0	1003.0	1181.0
894	86.0	90.0	96.0	109.0	127.0	146.0	164.0	183.0	202.0	220.0	259.0	334.0	445.0	629.0	812.0	993.0	1173.0
895	80.0	85.0	93.0	105.0	126.0	146.0	166.0	188.0	208.0	228.0	269.0	350.0	472.0	673.0	872.0	1070.0	1265.0
896	97.0	101.0	109.0	121.0	140.0	159.0	179.0	198.0	218.0	237.0	276.0	352.0	467.0	657.0	845.0	1032.0	1217.0
897	87.0	90.0	98.0	110.0	129.0	149.0	168.0	186.0	207.0	225.0	264.0	341.0	456.0	644.0	833.0	1018.0	1202.0
898	84.0	87.0	94.0	108.0	127.0	147.0	165.0	185.0	205.0	225.0	263.0	342.0	457.0	648.0	838.0	1026.0	1213.0
899	82.0	86.0	94.0	104.0	125.0	144.0	162.0	182.0	202.0	221.0	260.0	336.0	452.0	642.0	831.0	1018.0	1203.0
900	101.0	104.0	112.0	123.0	143.0	160.0	179.0	197.0	216.0	235.0	271.0	346.0	456.0	639.0	821.0	1000.0	1176.0
901	85.0	89.0	96.0	108.0	127.0	148.0	166.0	186.0	205.0	224.0	263.0	340.0	455.0	645.0	835.0	1020.0	1204.0
902	84.0	89.0	97.0	109.0	129.0	148.0	168.0	188.0	207.0	227.0	266.0	345.0	462.0	657.0	848.0	1038.0	1228.0
903	78.0	82.0	90.0	101.0	120.0	140.0	160.0	178.0	197.0	216.0	255.0	331.0	444.0	633.0	820.0	1003.0	1187.0
904	96.0	99.0	106.0	117.0	137.0	155.0	173.0	192.0	211.0	229.0	266.0	341.0	451.0	632.0	813.0	993.0	1170.0
905	89.0	94.0	102.0	114.0	135.0	156.0	176.0	198.0	218.0	239.0	281.0	363.0	487.0	691.0	893.0	1094.0	1292.0
906	83.0	88.0	95.0	106.0	126.0	145.0	163.0	182.0	202.0	220.0	259.0	334.0	447.0	635.0	820.0	1006.0	1187.0
